field,person_id,college_id,graduation_year,degree,degree_id
Textile Engineering 紡織,88604820,NA,NA,NA,88622668
Mechanical Engineering 機械,88605104,NA,NA,NA,88622939
Mechanical Engineering 機械,88603457,NA,NA,NA,88621409
Mechanical Engineering 機械,88611013,NA,NA,NA,88628450
Mechanical Engineering 機械,88601734,NA,NA,NA,88619780
Mechanical Engineering 機械,88602412,NA,NA,NA,88620417
Mechanical Engineering 機械,88601735,NA,NA,NA,88619781
Architecture 建築,88608480,NA,NA,NA,88626084
Chemical Engineering 化工,88611436,NA,NA,NA,88628854
Chemistry,88600270,NA,NA,NA,88618413
Chemical Engineering 化工,88603914,NA,NA,NA,88621849
Electrical Engineering 電機,88608482,NA,NA,NA,88626086
Military Engineering,88603913,NA,NA,NA,88621848
Civil Engineering 土木,88601732,NA,NA,NA,88619778
Architecture 建築,88600256,NA,NA,NA,88618401
Chemical Engineering 化工,88608446,NA,NA,NA,88626052
Chemical Engineering 化工,88608447,NA,NA,NA,88626053
Mechanical Engineering 機械,88604598,NA,NA,NA,88622465
Chemistry,88603907,NA,NA,NA,88621842
Chemical Engineering 化工,88600276,NA,NA,NA,88618418
Civil Engineering 土木,88604406,NA,NA,NA,88622300
Civil Engineering 土木,88600258,NA,NA,NA,88618403
Chemical Engineering 化工,88605006,NA,NA,NA,88622841
Chemical Engineering 化工,88603896,NA,NA,NA,88621832
Electrical Engineering 電機,88600260,NA,NA,NA,88618404
Chemical Engineering 化工,88603899,NA,NA,NA,88621834
Electrical Engineering 電機,88604411,NA,NA,NA,88622305
Civil Engineering 土木,88608441,NA,NA,NA,88626048
Mechanical Engineering 機械,88601720,NA,NA,NA,88619768
Electrical Engineering 電機,88600777,NA,NA,NA,88618879
Civil Engineering 土木,88607933,NA,NA,NA,88625589
Civil Engineering 土木,88604952,NA,NA,NA,88622786
Civil Engineering 土木,88607961,NA,NA,NA,88625615
Architecture 建築,88607962,NA,NA,NA,88625616
Hydraulic Engineering,88607890,NA,NA,NA,88625549
Civil Engineering 土木,88611319,NA,NA,NA,88628749
Civil Engineering 土木,88607907,NA,NA,NA,88625566
Architecture 建築,88607906,NA,NA,NA,88625565
Chemical Engineering 化工,88607894,NA,NA,NA,88625553
Mechanical Engineering 機械,88604576,NA,NA,NA,88622447
Chemical Engineering 化工,88607949,NA,NA,NA,88625604
Agricultural Engineering,88607902,NA,NA,NA,88625561
Chemistry,88603603,NA,NA,NA,88621544
Chemistry,88603604,NA,NA,NA,88621545
Civil Engineering 土木,88600590,NA,NA,NA,88618709
Civil Engineering 土木,88611157,NA,NA,NA,88628594
Mechanical Engineering 機械,88606713,NA,NA,NA,88624436
Mining and Metallurgy,88600589,NA,NA,NA,88618708
Electrical Engineering 電機,88606699,NA,NA,NA,88624423
Architecture 建築,88606690,NA,NA,NA,88624416
Civil Engineering 土木,88606706,NA,NA,NA,88624430
Civil Engineering 土木,88606701,NA,NA,NA,88624425
Civil Engineering 土木,88602481,NA,NA,NA,88620479
Civil Engineering 土木,88607582,NA,NA,NA,88625258
Textile Engineering 紡織,88607588,NA,NA,NA,88625264
Civil Engineering 土木,88607586,NA,NA,NA,88625262
Civil Engineering 土木,88600739,NA,NA,NA,88618846
Chemical Engineering 化工,88602682,NA,NA,NA,88620675
Chemistry,88603445,NA,NA,NA,88621398
Electrical Engineering 電機,88600095,NA,NA,NA,88618250
Civil Engineering 土木,88603452,NA,NA,NA,88621405
Mechanical Engineering 機械,88603453,NA,NA,NA,88621406
Mining and Metallurgy,88610869,NA,NA,NA,88628307
Mechanical Engineering 機械,88603446,NA,NA,NA,88621399
Civil Engineering 土木,88603449,NA,NA,NA,88621402
Textile Engineering 紡織,88602952,NA,NA,NA,88620930
Civil Engineering 土木,88611008,NA,NA,NA,88628444
Electrical Engineering 電機,88603307,NA,NA,NA,88621272
Mechanical Engineering 機械,88604061,NA,NA,NA,88621981
Chemistry,88604060,NA,NA,NA,88621980
Architecture 建築,88604058,NA,NA,NA,88621977
Chemical Engineering 化工,88602491,NA,NA,NA,88620491
Mining and Metallurgy,88604636,NA,NA,NA,88622502
Civil Engineering 土木,88600448,NA,NA,NA,88618578
Mechanical Engineering 機械,88602349,NA,NA,NA,88620359
Military Engineering,88605417,NA,NA,NA,88623230
Mining and Metallurgy,88607811,NA,NA,NA,88625480
Mechanical Engineering 機械,88600175,NA,NA,NA,88618324
Civil Engineering 土木,88603481,NA,NA,NA,88621430
Civil Engineering 土木,88611543,NA,NA,NA,88628942
Agricultural Engineering,88602277,NA,NA,NA,88620287
Chemistry,88611541,NA,NA,NA,88628940
Mechanical Engineering 機械,88604566,NA,NA,NA,88622438
Mining and Metallurgy,88602561,NA,NA,NA,88620560
Electrical Engineering 電機,88605212,NA,NA,NA,88623041
Mining and Metallurgy,88601137,NA,NA,NA,88619206
Mechanical Engineering 機械,88605063,NA,NA,NA,88622899
Civil Engineering 土木,88610857,NA,NA,NA,88628295
Textile Engineering 紡織,88600036,NA,NA,NA,88618196
Mechanical Engineering 機械,88600037,NA,NA,NA,88618197
Mechanical Engineering 機械,88601142,NA,NA,NA,88619211
Civil Engineering 土木,88605062,NA,NA,NA,88622898
Architecture 建築,88610390,NA,NA,NA,88627860
Electrical Engineering 電機,88605308,NA,NA,NA,88623132
Mechanical Engineering 機械,88605307,NA,NA,NA,88623131
Electrical Engineering 電機,88610398,NA,NA,NA,88627866
Electrical Engineering 電機,88605121,NA,NA,NA,88622956
Chemical Engineering 化工,88610835,NA,NA,NA,88628272
Chemical Engineering 化工,88603569,NA,NA,NA,88621508
Electrical Engineering 電機,88611098,NA,NA,NA,88628535
Mechanical Engineering 機械,88605122,NA,NA,NA,88622957
Civil Engineering 土木,88600126,NA,NA,NA,88618277
Mechanical Engineering 機械,88611123,NA,NA,NA,88628558
Civil Engineering 土木,88603575,NA,NA,NA,88621515
Mechanical Engineering 機械,88603562,NA,NA,NA,88621503
Military Engineering,88611110,NA,NA,NA,88628547
Aviation,88603574,NA,NA,NA,88621513
Civil Engineering 土木,88611109,NA,NA,NA,88628545
Textile Engineering 紡織,88604502,NA,NA,NA,88622381
Aviation,88611091,NA,NA,NA,88628528
Mining and Metallurgy,88611090,NA,NA,NA,88628527
Chemical Engineering 化工,88600577,NA,NA,NA,88618696
Chemical Engineering 化工,88600580,NA,NA,NA,88618699
Architecture 建築,88600129,NA,NA,NA,88618280
Mechanical Engineering 機械,88606622,NA,NA,NA,88624350
Electrical Engineering 電機,88606618,NA,NA,NA,88624346
Chemistry,88605021,NA,NA,NA,88622856
Chemistry,88611481,NA,NA,NA,88628890
Civil Engineering 土木,88605449,NA,NA,NA,88623254
Civil Engineering 土木,88604430,NA,NA,NA,88622321
Electrical Engineering 電機,88611719,NA,NA,NA,88629107
Military Engineering,88602458,NA,NA,NA,88620457
Mechanical Engineering 機械,88600407,NA,NA,NA,88618545
Mechanical Engineering 機械,88603251,NA,NA,NA,88621217
Surveying 測量,88611711,NA,NA,NA,88629100
Chemical Engineering 化工,88602456,NA,NA,NA,88620455
Mechanical Engineering 機械,88604203,NA,NA,NA,88622107
Chemistry,88603469,NA,NA,NA,88621419
Military Engineering,88604652,NA,NA,NA,88622519
Mechanical Engineering 機械,88600024,NA,NA,NA,88618184
Mining and Metallurgy,88602274,NA,NA,NA,88620284
Chemistry,88600347,NA,NA,NA,88618483
Mechanical Engineering 機械,88600097,NA,NA,NA,88618251
Chemistry,88602271,NA,NA,NA,88620281
Civil Engineering 土木,88611797,NA,NA,NA,88629150
Electrical Engineering 電機,88604839,NA,NA,NA,88622685
Mechanical Engineering 機械,88602955,NA,NA,NA,88620933
Mechanical Engineering 機械,88602956,NA,NA,NA,88620934
Architecture 建築,88602476,NA,NA,NA,88620475
Textile Engineering 紡織,88604755,NA,NA,NA,88622605
Chemistry,88600348,NA,NA,NA,88618485
Civil Engineering 土木,88605105,NA,NA,NA,88622940
Mechanical Engineering 機械,88600530,NA,NA,NA,88618652
Civil Engineering 土木,88602273,NA,NA,NA,88620283
Mechanical Engineering 機械,88605107,NA,NA,NA,88622942
Civil Engineering 土木,88602270,NA,NA,NA,88620279
Chemical Engineering 化工,88606182,NA,NA,NA,88623923
Architecture 建築,88606197,NA,NA,NA,88623937
Civil Engineering 土木,88610829,NA,NA,NA,88628266
Military Engineering,88604834,NA,NA,NA,88622681
Mechanical Engineering 機械,88600531,NA,NA,NA,88618653
Civil Engineering 土木,88611023,NA,NA,NA,88628461
Mechanical Engineering 機械,88604754,NA,NA,NA,88622604
Agricultural Chemistry,88611795,NA,NA,NA,88629149
Electrical Engineering 電機,88604495,NA,NA,NA,88622376
Civil Engineering 土木,88606154,NA,NA,NA,88623901
Chemistry,88601333,NA,NA,NA,88619401
Mechanical Engineering 機械,88605095,NA,NA,NA,88622928
Architecture 建築,88605097,NA,NA,NA,88622930
Civil Engineering 土木,88610992,NA,NA,NA,88628426
Mechanical Engineering 機械,88602130,NA,NA,NA,88620146
Military Engineering,88610993,NA,NA,NA,88628428
Civil Engineering 土木,88603416,NA,NA,NA,88621369
Chemical Engineering 化工,88605100,NA,NA,NA,88622935
Chemical Engineering 化工,88602950,NA,NA,NA,88620928
Chemical Engineering 化工,88600092,NA,NA,NA,88618248
Mining and Metallurgy,88605360,NA,NA,NA,88623178
Civil Engineering 土木,88603442,NA,NA,NA,88621394
Electrical Engineering 電機,88611001,NA,NA,NA,88628436
Hydraulic Engineering,88611003,NA,NA,NA,88628439
Civil Engineering 土木,88603310,NA,NA,NA,88621275
Mechanical Engineering 機械,88605081,NA,NA,NA,88622915
Architecture 建築,88605601,NA,NA,NA,88623390
Mining and Metallurgy,88610919,NA,NA,NA,88628356
Chemical Engineering 化工,88600452,NA,NA,NA,88618582
Civil Engineering 土木,88610925,NA,NA,NA,88628362
Chemistry,88610923,NA,NA,NA,88628360
Electrical Engineering 電機,88611694,NA,NA,NA,88629087
Civil Engineering 土木,88610936,NA,NA,NA,88628371
Civil Engineering 土木,88603321,NA,NA,NA,88621283
Civil Engineering 土木,88611280,NA,NA,NA,88628711
Mechanical Engineering 機械,88602350,NA,NA,NA,88620360
Chemistry,88602402,NA,NA,NA,88620408
Mechanical Engineering 機械,88602163,NA,NA,NA,88620177
Electrical Engineering 電機,88602403,NA,NA,NA,88620409
Military Engineering,88603866,NA,NA,NA,88621801
Chemistry,88611394,NA,NA,NA,88628815
Mining and Metallurgy,88611248,NA,NA,NA,88628682
Textile Engineering 紡織,88604733,NA,NA,NA,88622590
Military Engineering,88604357,NA,NA,NA,88622255
Chemical Engineering 化工,88604356,NA,NA,NA,88622254
Mechanical Engineering 機械,88600837,NA,NA,NA,88618933
Electrical Engineering 電機,88600842,NA,NA,NA,88618938
Civil Engineering 土木,88603889,NA,NA,NA,88621825
Architecture 建築,88602420,NA,NA,NA,88620424
Chemistry,88602524,NA,NA,NA,88620522
Chemical Engineering 化工,88603694,NA,NA,NA,88621633
Mechanical Engineering 機械,88601354,NA,NA,NA,88619422
Hydraulic Engineering,88600542,NA,NA,NA,88618663
Naval Engineering,88602688,NA,NA,NA,88620681
Aviation,88605368,NA,NA,NA,88623183
Civil Engineering 土木,88606229,NA,NA,NA,88623967
Mechanical Engineering 機械,88611685,NA,NA,NA,88629078
Chemical Engineering 化工,88605482,NA,NA,NA,88623285
Chemical Engineering 化工,88604153,NA,NA,NA,88622063
Mechanical Engineering 機械,88604478,NA,NA,NA,88622360
Civil Engineering 土木,88611686,NA,NA,NA,88629080
Architecture 建築,88611686,NA,NA,NA,88629079
Electrical Engineering 電機,88611684,NA,NA,NA,88629077
Electrical Engineering 電機,88600404,NA,NA,NA,88618542
Civil Engineering 土木,88604712,NA,NA,NA,88622571
Civil Engineering 土木,88602850,NA,NA,NA,88620833
Civil Engineering 土木,88611759,NA,NA,NA,88629133
Chemical Engineering 化工,88603531,NA,NA,NA,88621478
Civil Engineering 土木,88611061,NA,NA,NA,88628501
Chemical Engineering 化工,88604301,NA,NA,NA,88622202
Civil Engineering 土木,88611051,NA,NA,NA,88628489
Hydraulic Engineering,88603534,NA,NA,NA,88621480
Communications,88604290,NA,NA,NA,88622192
Mechanical Engineering 機械,88603504,NA,NA,NA,88621451
Electrical Engineering 電機,88601369,NA,NA,NA,88619437
Chemistry,88603544,NA,NA,NA,88621487
Hydraulic Engineering,88600558,NA,NA,NA,88618678
Chemical Engineering 化工,88603527,NA,NA,NA,88621474
Chemical Engineering 化工,88602283,NA,NA,NA,88620293
Civil Engineering 土木,88601382,NA,NA,NA,88619449
Mechanical Engineering 機械,88606368,NA,NA,NA,88624100
Electrical Engineering 電機,88604864,NA,NA,NA,88622706
Mechanical Engineering 機械,88602303,NA,NA,NA,88620313
Civil Engineering 土木,88604500,NA,NA,NA,88622379
Communications,88600569,NA,NA,NA,88618688
Civil Engineering 土木,88611063,NA,NA,NA,88628503
Chemical Engineering 化工,88602137,NA,NA,NA,88620153
Civil Engineering 土木,88602207,NA,NA,NA,88620218
Civil Engineering 土木,88600566,NA,NA,NA,88618686
Civil Engineering 土木,88602302,NA,NA,NA,88620312
Mechanical Engineering 機械,88604548,NA,NA,NA,88622423
Civil Engineering 土木,88611812,NA,NA,NA,88629154
Civil Engineering 土木,88605111,NA,NA,NA,88622946
Chemical Engineering 化工,88611080,NA,NA,NA,88628518
Civil Engineering 土木,88601399,NA,NA,NA,88619463
Mechanical Engineering 機械,88605371,NA,NA,NA,88623186
Chemical Engineering 化工,88602694,NA,NA,NA,88620687
Mechanical Engineering 機械,88601389,NA,NA,NA,88619455
Mechanical Engineering 機械,88602204,NA,NA,NA,88620215
Mechanical Engineering 機械,88611058,NA,NA,NA,88628496
Mechanical Engineering 機械,88604298,NA,NA,NA,88622199
Civil Engineering 土木,88603516,NA,NA,NA,88621462
Architecture 建築,88604661,NA,NA,NA,88622527
Mechanical Engineering 機械,88604547,NA,NA,NA,88622422
Chemical Engineering 化工,88603532,NA,NA,NA,88621479
Civil Engineering 土木,88603551,NA,NA,NA,88621493
Electrical Engineering 電機,88600123,NA,NA,NA,88618274
Civil Engineering 土木,88602290,NA,NA,NA,88620300
Electrical Engineering 電機,88603520,NA,NA,NA,88621466
Chemistry,88611062,NA,NA,NA,88628502
Mechanical Engineering 機械,88606513,NA,NA,NA,88624240
Chemical Engineering 化工,88611071,NA,NA,NA,88628511
Chemical Engineering 化工,88600111,NA,NA,NA,88618263
Mechanical Engineering 機械,88600117,NA,NA,NA,88618268
Mining and Metallurgy,88603546,NA,NA,NA,88621489
Chemistry,88600544,NA,NA,NA,88618665
Civil Engineering 土木,88604659,NA,NA,NA,88622525
Electrical Engineering 電機,88601388,NA,NA,NA,88619454
Chemical Engineering 化工,88600548,NA,NA,NA,88618669
Chemical Engineering 化工,88601384,NA,NA,NA,88619451
Hydraulic Engineering,88604858,NA,NA,NA,88622700
Civil Engineering 土木,88606390,NA,NA,NA,88624122
Mechanical Engineering 機械,88606528,NA,NA,NA,88624255
Civil Engineering 土木,88603507,NA,NA,NA,88621453
Civil Engineering 土木,88611815,NA,NA,NA,88629157
Chemical Engineering 化工,88600562,NA,NA,NA,88618682
Chemical Engineering 化工,88602304,NA,NA,NA,88620314
Electrical Engineering 電機,88602690,NA,NA,NA,88620683
Mining and Metallurgy,88606411,NA,NA,NA,88624142
Mechanical Engineering 機械,88606349,NA,NA,NA,88624083
Mining and Metallurgy,88604855,NA,NA,NA,88622697
Mining and Metallurgy,88606383,NA,NA,NA,88624115
Civil Engineering 土木,88602479,NA,NA,NA,88620478
Mining and Metallurgy,88606460,NA,NA,NA,88624190
Mechanical Engineering 機械,88602979,NA,NA,NA,88620955
Civil Engineering 土木,88606506,NA,NA,NA,88624233
Civil Engineering 土木,88603513,NA,NA,NA,88621459
Electrochemistry,88606393,NA,NA,NA,88624125
Civil Engineering 土木,88606399,NA,NA,NA,88624131
Civil Engineering 土木,88602305,NA,NA,NA,88620315
Naval Engineering,88611055,NA,NA,NA,88628493
Civil Engineering 土木,88603538,NA,NA,NA,88621483
Civil Engineering 土木,88611057,NA,NA,NA,88628495
Mechanical Engineering 機械,88606462,NA,NA,NA,88624192
Chemical Engineering 化工,88600559,NA,NA,NA,88618679
Chemical Engineering 化工,88603530,NA,NA,NA,88621477
Chemical Engineering 化工,88606378,NA,NA,NA,88624110
Civil Engineering 土木,88606520,NA,NA,NA,88624247
Civil Engineering 土木,88611086,NA,NA,NA,88628523
Mechanical Engineering 機械,88606493,NA,NA,NA,88624222
Mechanical Engineering 機械,88606321,NA,NA,NA,88624056
Mechanical Engineering 機械,88605115,NA,NA,NA,88622950
Hydraulic Engineering,88600565,NA,NA,NA,88618685
Civil Engineering 土木,88602300,NA,NA,NA,88620310
Civil Engineering 土木,88606478,NA,NA,NA,88624207
Civil Engineering 土木,88611073,NA,NA,NA,88628513
Chemical Engineering 化工,88610833,NA,NA,NA,88628270
Civil Engineering 土木,88603545,NA,NA,NA,88621488
Mechanical Engineering 機械,88601374,NA,NA,NA,88619442
Mechanical Engineering 機械,88606386,NA,NA,NA,88624118
Electrochemistry,88606350,NA,NA,NA,88624084
Civil Engineering 土木,88606516,NA,NA,NA,88624243
Agricultural Chemistry,88606400,NA,NA,NA,88624132
Electrical Engineering 電機,88602530,NA,NA,NA,88620528
Chemical Engineering 化工,88602699,NA,NA,NA,88620692
Architecture 建築,88606521,NA,NA,NA,88624248
Civil Engineering 土木,88606473,NA,NA,NA,88624202
Civil Engineering 土木,88600550,NA,NA,NA,88618671
Civil Engineering 土木,88606313,NA,NA,NA,88624048
Military Engineering,88602976,NA,NA,NA,88620953
Mechanical Engineering 機械,88606481,NA,NA,NA,88624210
Mechanical Engineering 機械,88601401,NA,NA,NA,88619465
Civil Engineering 土木,88606425,NA,NA,NA,88624155
Civil Engineering 土木,88602533,NA,NA,NA,88620531
Civil Engineering 土木,88604866,NA,NA,NA,88622708
Civil Engineering 土木,88606433,NA,NA,NA,88624163
Chemical Engineering 化工,88611614,NA,NA,NA,88629011
Civil Engineering 土木,88603229,NA,NA,NA,88621195
Electrical Engineering 電機,88601125,NA,NA,NA,88619196
Military Engineering,88611985,NA,NA,NA,88629233
Civil Engineering 土木,88611607,NA,NA,NA,88629004
Mining and Metallurgy,88601091,NA,NA,NA,88619167
Mining and Metallurgy,88604467,NA,NA,NA,88622350
Mechanical Engineering 機械,88611664,NA,NA,NA,88629059
Chemical Engineering 化工,88603235,NA,NA,NA,88621201
Chemical Engineering 化工,88604621,NA,NA,NA,88622487
Military Engineering,88601067,NA,NA,NA,88619146
Mining and Metallurgy,88610183,NA,NA,NA,88627661
Civil Engineering 土木,88604142,NA,NA,NA,88622054
Physics 物理,88601023,NA,NA,NA,88619106
Civil Engineering 土木,88609807,NA,NA,NA,88627298
Military Engineering,88601024,NA,NA,NA,88619107
Mechanical Engineering 機械,88609984,NA,NA,NA,88627466
Chemistry,88601079,NA,NA,NA,88619157
Architecture 建築,88610067,NA,NA,NA,88627554
Chemistry,88611674,NA,NA,NA,88629068
Chemistry,88601938,NA,NA,NA,88619972
Electrical Engineering 電機,88601987,NA,NA,NA,88620018
Civil Engineering 土木,88601061,NA,NA,NA,88619139
Civil Engineering 土木,88601103,NA,NA,NA,88619176
Electrical Engineering 電機,88610853,NA,NA,NA,88628291
Physics 物理,88601080,NA,NA,NA,88619158
Military Engineering,88604135,NA,NA,NA,88622047
Mechanical Engineering 機械,88609816,NA,NA,NA,88627307
Chemistry,88605202,NA,NA,NA,88623031
Mechanical Engineering 機械,88605204,NA,NA,NA,88623033
Chemical Engineering 化工,88601075,NA,NA,NA,88619152
Civil Engineering 土木,88604141,NA,NA,NA,88622053
Mining and Metallurgy,88601982,NA,NA,NA,88620014
Naval Engineering,88605471,NA,NA,NA,88623276
Mechanical Engineering 機械,88611987,NA,NA,NA,88629235
Mining and Metallurgy,88610174,NA,NA,NA,88627653
Physics 物理,88611627,NA,NA,NA,88629026
Civil Engineering 土木,88600402,NA,NA,NA,88618541
Civil Engineering 土木,88601047,NA,NA,NA,88619128
Electrical Engineering 電機,88603232,NA,NA,NA,88621198
Civil Engineering 土木,88601957,NA,NA,NA,88619991
Civil Engineering 土木,88609935,NA,NA,NA,88627419
Chemical Engineering 化工,88611661,NA,NA,NA,88629056
Textile Engineering 紡織,88601007,NA,NA,NA,88619092
